addr,contract_name,compiler,balance,tx_count,settings,date_verified
0x20a6df7f5511bff9fd58850b21bbc7d43b4fbbfc,AllocatedCrowdsale,v0.4.17,0 Ether,184,,10/16/2017
0xeF828938155CAbfE83aFfbe726b55D188B4F45c0,APPToken,v0.4.17,0 Ether,184,,10/16/2017
0xe585e931fae583133e8a5140ce885b95f3bd9b89 (SnovWhitelist),SnovWhitelist,v0.4.16,0 Ether,184,-,10/2/2017
0x85a866d3ad280afe8e658f2a68f833695174c618,ZperPreSale,v0.4.19,0 Ether,183,,3/16/2018
0x2fdc9fabfddded88bb00f9c9c220b247d18b641c,TaxManFarmer,v0.4.18,0 Ether,183,-,2/15/2018
0x8f548f0ceb23ddc9ee76e126b29fae94c607c3bc,MultiSigWalletWithDailyLimit,v0.4.19,25.569337537329826493 Ether,183,,2/7/2018
0x577e6aab744013c87ac7ce8f8bc816e766e59aca,ACER,v0.4.19,0 Ether,183,,1/29/2018
0x357f07ac89ee6329a70ca837d6bfc16b0275015f,EthereumSweepstakes,v0.4.18,87.460500000000000098 Ether,183,-,12/30/2017
0x7b6e57D2139dD5F38012cd641CEBB8AFf0d8953a,SimpleToken,v0.4.18,0 Ether,183,-,11/21/2017
0xa31c56bc8a489ea4e4ec430801e3aab0d6cce7f6 (MegaXCrowdsale),MintedEthCappedCrowdsale,v0.4.16,0 Ether,183,,10/17/2017
0xD8d80210106e2A431c9c43AC133EC22A008a2F07,PresaleToken,v0.4.17,0 Ether,183,,10/15/2017
0xb7f78e6016cD45A448d3703ab1b4f5B5E5d41E69,ParticipantInvestRestrictions,v0.4.15,0 Ether,183,,10/8/2017
0xf73957496aee62e20072179faae860772f4a8523,EtherMorty,v0.4.25,0.007292727035493957 Ether,182,-,5/23/2018
0x515669d308f887fd83a471c7764f5d084886d34d,MuxeToken,v0.4.21,0 Ether,182,-,3/23/2018
0xd2d95e0d8ceb1670d37878cee784184b991d8509,ROPCOIN,v0.4.22,0.0016 Ether,182,-,3/11/2018
0x79e413a9500c24ceb69b0cc47be330dbf7c9a4af,AirDropContract,v0.4.18,0 Ether,182,,3/5/2018
0x69a605d3f74bb709a7e9f6f7b5e3337445fc93cc,Obirum,v0.4.20,0 Ether,182,,2/23/2018
0xf2b4020938d1ddfdad4ab50230675066dd711a1e,MyAdvancedToken,v0.4.20,0 Ether,182,,2/6/2018
0x74951B677de32D596EE851A233336926e6A2cd09,WeBetCrypto,v0.4.18,0 Ether,182,,11/23/2017
0x98564618d909636e7bc9cb47faec7253a5e4c1d5,MetaToken,v0.4.18,0 Ether,182,,10/27/2017
0x10a052ba2d16b8b35a1f62b09024c1a4b5763f10,QwasderToken,v0.4.18,0 Ether,181,-,5/21/2018
0x68410308cc8b69fa04afb459c04089cfcd3d7cdb,HumanStandardToken,v0.4.15,0 Ether,181,,4/23/2018
0xa3bebe3076e956b084e700b7f6886727da547cf2,TeddyChain,v0.4.19,0 Ether,181,-,4/2/2018
0xf856a08f1f6f53b21bbe6abce5c15317ce9b8811,EtherGirls,v0.4.20,0 Ether,181,-,3/6/2018
0xf4467cae19c5a53b9fdcd4ded678826805aa1927,XBV,v0.4.19,0 Ether,181,-,1/25/2018
0x0f4546bb7fdb5929eee6736ed5794d3e6f5a9fa1 (HouseCouponToken),HouseCouponToken,v0.4.20,0 Ether,181,-,1/9/2018
0x339aaeb63aad18d37c7073730fcc7c1f7dbbf293,ECash,v0.4.16,0 Ether,181,-,12/7/2017
0xa44e464b13280340904ffef0a65b8a0033460430,MyCryptoChampCore,v0.4.23,0.26905 Ether,180,-,5/14/2018
0xef0469e78c6537a7239470b752653345c873a3fb,e2pEscrow,v0.4.23,0.042 Ether,180,,5/13/2018
0x9ed3b46d93f942d1f967584fb3099ef5262a95b1,BitNauticCrowdsale,v0.4.23,0 Ether,180,,5/1/2018
0xe92065d8bb2392121a8fbe6a81e79782fbc89dd4,IntimateShoppe,v0.4.21,39.49712 Ether,180,,4/30/2018
0xfcf1d048fad53ff6afb801659cf8b7fa2468d170,WDNA,v0.4.15,0 Ether,180,-,3/28/2018
0x74d13225bc488397212e63dc38b497f6aa7a7a69,CoinStacks,v0.4.18,0.0594212112 Ether,180,-,3/4/2018
0x9686b875439dd142b0f2008b6596d6313a68a937,PaulSportsCoin,v0.4.13,0 Ether,180,-,3/2/2018
0x30407de22c22cab70ed834cebe1d585c914f24ff,KittyGym,v0.4.11,0 Ether,180,,2/13/2018
0x45d4c8eb7f60a89c483228c6bb1eddf4430d006c,Moongang,v0.4.20,0 Ether,180,-,1/28/2018
0x70838403ecc194b73e50b70a177b2ef413a2f421,bzxcoin,v0.4.18,0 Ether,180,-,11/16/2017
0x754cfea697ebdf4902f4597c69200ef469d7d466,EmClassic,v0.4.24,0 Ether,179,-,4/30/2018
0xA87D9fCe01D66b54E3351D94e25dd6032628CAaa,RusgasCrowdsale,v0.4.18,0 Ether,179,-,3/29/2018
0x59dfd53a5279df812ea29d78c5c3160a82a22351,FirstCryptoBank,v0.4.21,0 Ether,179,,3/25/2018
0x74a492720Ab2Cf59261B14bC89E78f8147A96F61 (VotesPlatformToken),VotesPlatformToken,v0.4.12,0 Ether,179,,2/5/2018
0xdf03d76ca6333f7dc412081df0c921f2614d2042,POKCC,v0.4.23,1.293244839549032767 Ether,178,-,5/10/2018
0xa253be28580ae23548a4182d95bf8201c28369a8,DIW,v0.4.18,0 Ether,178,,4/2/2018
0x0644a6111d472bdfcf4f12e0089ebb3f69d6bda7,MultiSigWalletWithDailyLimit,v0.4.15,0.03826684274245 Ether,178,,3/22/2018
0x5cc61caad7db681207325c504104b080e8963da9,BbillerToken,v0.4.19,0 Ether,178,,2/12/2018
0x22f0af8d78851b72ee799e05f54a77001586b18a,GXVCToken,v0.4.18,0 Ether,178,-,11/24/2017
0x402b92b00552409ed1ad83a74ff037ce1a3d7276,Crowdsale,v0.4.18,727.405381799333333334 Ether,178,-,11/20/2017
0x9ae7ef94784f71f934a2fcb649f6579ffc4f9bd7,BananaGame,v0.4.0,0 Ether,178,,10/21/2017
0x48d8f22d45e40F34cB7C10799F31246F134E9B7f,EtherFlipGold,v0.4.11,15.572513135884231699 Ether,178,,10/14/2017
0xb765049d934d69d91a495f21f32e3845af028db0 (PayFairTokenCrowdsale),PayFairTokenCrowdsale,v0.4.13,0 Ether,178,,10/11/2017
0xe17dbb844ba602e189889d941d1297184ce63664,InstantTrade,v0.4.24,0.0020037577362908 Ether,177,-,5/18/2018
0x54b0de285c15d27b0daa687bcbf40cea68b2807f,Vault,v0.4.21,10.392274433745927342 Ether,177,,5/14/2018
0xcf78302de0dc000693d79ae44de1a28942989ad7,PAYA,v0.4.24,0 Ether,177,-,5/5/2018
0x3a37dcda0503f92626c082540dfbc9d95104ab96,EthernautsUpgrade,v0.4.19,0 Ether,177,-,4/2/2018
0x9de9ba9a3cc906e3feacda2c365ef4657e38eb28,Nines,v0.4.18,0.000000000000003609 Ether,177,,2/24/2018
0xd58297b5e0ad69f6ba949fdde9da0f2b978f00a0,Dogs,v0.4.19,0 Ether,177,-,2/19/2018
0x7031f0bad732aa9984fa2638a24bccbe6a8e2912,TulipsCreation,v0.4.18,0 Ether,177,-,2/12/2018
0x5bd4b6ab074ede76baa2aec49dcf9edb89a90dcf,MultiSigWallet,v0.4.19,7.7431201243223904 Ether,177,,1/5/2018
0x1040613788e99C1606Bd133dB0eD7f7dbdf0Cc80,SmartyEther,v0.4.11,0 Ether,177,,10/19/2017
0xaf03be0017d0ba1c924b6c3de17e18d1be74b02a,InfinityHourglass,v0.4.20,1.187718947996059676 Ether,176,,4/11/2018
0xd73c51ce805c86046577b7b4e5cb2dde14d72a36,EPTToken,v0.4.15,0 Ether,176,,4/9/2018
0xb6e71f27ece737de618b053cea81a3508000c067,Hourglass,v0.4.20,0.220268244476956874 Ether,176,-,4/8/2018
0x1f28211cd78363c7e0d44A90157017422599526C,CorsariumCore,v0.4.21,0.208888888888888891 Ether,176,,3/29/2018
0x65e151d4e56261b4672bdebd76d7045030b38292,CarboneumCrowdsale,v0.4.20,0 Ether,176,,3/20/2018
0xb3836d31d43d315ba74c21aad3818f9378256152,TheGame,v0.4.20,0.007690993183784446 Ether,176,,3/18/2018
0xc7069173721f6cd6322ce61f5912b31315c40fc2,CryptoMoe,v0.4.19,0.004210526315789472 Ether,176,-,2/22/2018
0x11b7890de965ed96dbd1af3f96f584ade732ecf6,Presale,v0.4.17,0 Ether,176,,11/22/2017
0x8ab65829fb1b2f117fc0f593725f04d4f85d1a6f,StockExchange,v0.4.19,0 Ether,175,-,1/29/2018
0xb67b88a25708a35ae7c2d736d398d268ce4f7f83,EtheremonToken,v0.4.19,0 Ether,175,,1/21/2018
0x90795feead69497dd1cfe99c79297b22e60515fd,SynchroCoin,v0.4.13,0 Ether,175,,9/22/2017
0x7d266ed871f24d7b47b5a8b80abb391178c48bac,StakeIt,v0.4.24,0 Ether,174,-,5/26/2018
0x2590e9238811b929135a406f3de5d0351cdd1bac,NbtToken,v0.4.23,0 Ether,174,,5/5/2018
0x47fb9b34d4eca0ca1d25cafcb4924d8fc94e8170,DOCTokenSale,v0.4.19,0 Ether,174,-,3/29/2018
0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,ViVICO,v0.4.24,10.146927274 Ether,173,,5/23/2018
0xd28b15da1d1840d46df9debcc64aa3a191641b38,ERC20Token,v0.4.24,0 Ether,173,-,4/24/2018
0xb4d2f83a3a33e23c0e81e7a3124ae8c214470b9d,MarginlessCrowdsale,v0.4.19,0 Ether,173,,4/10/2018
0x6a40f8b2c7e6eb5bacbd52bc055e230d00168669,CharlieCoin,v0.4.19,0.018363180351764912 Ether,173,,4/2/2018
0x81c54822e12581b23a2aa782f1d84b15670814c9,DungeonRunAlpha,v0.4.19,0 Ether,173,,3/30/2018
0x96e9ace417632353da8133f8471769c796641c30,Squares,v0.4.18,0 Ether,173,,1/18/2018
0x620331d1aedf17a6090a938bbcd90b2ce3831b46,BitImageTokenSale,v0.4.15,4.0192613428 Ether,172,,4/30/2018
0xEfe2f75FaAe72E08A7AA8Aa1D9CC644a000A3FD6,Micro,v0.4.22,0.180000000000000038 Ether,172,,4/25/2018
0xfbcee7bc456124909dc9a15167e8a47b175754e6,StrongHold,v0.4.21,0.089276098690154241 Ether,172,-,4/7/2018
0x708946c984cf432992088cbaa4c50c9d5c1e680f,WTO,v0.4.19,0 Ether,172,,2/14/2018
0x410cac201ffc0e0e4c179d926076d25bf8bc5b92,EthPyramid2,v0.4.19,0.332335734821296078 Ether,172,,2/3/2018
0xd814203dba42d2c708cb52381dc1f471329da32c,ForecasterReward,v0.4.19,0 Ether,172,,1/9/2018
0x2f23228b905ceb4734eb42d9b42805296667c93b,Coinchangex,v0.4.23,23.877786 Ether,171,,5/8/2018
0xfa9f699e5273864aace6ba20e1448e41c387aa00 (SpendToken),SpendToken,v0.4.18,0 Ether,171,,1/19/2018
0x66315af28d74e09e049673b4cd30b79db5a47f0a,Vezt,v0.4.16,0 Ether,171,,10/9/2017
0x942ffef843d37805c59f30fabb99b46aad135288,PreTgeExperty,v0.4.17,511.607596164599999 Ether,171,,10/5/2017
0x385a02b879302159b9d08951a283bed03cc20eaa,NbtCrowdsale,v0.4.23,0 Ether,170,,5/8/2018
0xfb54c2a6b2a4fc3af9b781585215da8ee6bce363,TigerCash,v0.4.18,0 Ether,170,,4/10/2018
0xf6b02a89ccad6a50c32939f669d9355415c76b14,TokenCity,v0.4.19,0.000000003000000006 Ether,170,,2/27/2018
0x6571ec4474893799454da4900b225e82249dcc30,ProofOfTrevonJames2,v0.4.21,0.035857563342490668 Ether,169,,5/16/2018
0xf8a551eab66823c5847af6b43bc711b0f5314f41,HawkToken,v0.4.24,0 Ether,169,,4/23/2018
0x96e8618de1191989939e28161c59c6d1c49028c2,CustomToken,v0.4.19,0 Ether,169,,4/21/2018
0x0e55c54249f25f70d519b7fb1c20e3331e7ba76d,NectarController,v0.4.21,0 Ether,169,,3/30/2018
0x0df600c873da796c3ef6d6a0472772eb954d6986,ScarceCoinToken,v0.4.19,0 Ether,169,-,3/21/2018
0xb97b5dd6fd79614ec0c6bc96a3660800e53405fc,CustomToken,v0.4.19,0 Ether,169,,3/17/2018
0x6bE0d2AeA0922e2B198C6c92950bb102dA990342,LibraryToken,v0.4.20,0.04040944744131797 Ether,169,,3/12/2018
0x52fcc1cb912c18008823841336ae24186ff5b6aa,Whitelist,v0.4.18,0 Ether,169,-,2/3/2018
0x18361baeb2afd717e36e3c9b44ad12d084911ae0 (GilgameshToken),GilgameshToken,v0.4.19,0 Ether,169,,1/13/2018
0x8c68174f8329cbc6bf35a258cc1cc3fc9da906c0 (ReversalCoin),ERC20Token,v0.4.18,0 Ether,169,-,12/9/2017
0xf6fd82dedbbe0ffadb5e1ecc2a283ab52b9ed2b0,EthealToken,v0.4.18,0 Ether,169,,11/29/2017
0x632393de9dd19b5fd0cc0c4ff17aa674b2f0a1c0,GESTokenCrowdSale,v0.4.15,0 Ether,169,,11/16/2017
0xd7408546678406f239410acc4f5ac5ca1b633ce5,DragonFarmer,v0.4.25,0.048741150064213373 Ether,168,-,5/23/2018
0x57C75ECCc8557136D32619a191fBCDc88560d711,VDGToken,v0.4.22,0 Ether,168,-,4/17/2018
0x5993b7cc235ffa42693bd7f6429a375e504ecb22,ShopiBlock,v0.4.21,0 Ether,168,-,3/22/2018
0xa098243bf19b7e5d75e0e4afaad61939606ccb21,OpportyMonthHold,v0.4.18,0 Ether,168,,2/5/2018
0xc9f05e276d9148c7728f63205cc0180cb21a60ff,DATOToken,v0.4.18,0 Ether,168,,1/30/2018
0x80238d9451f86dcf12bff21af9e8deadcf915bff,Eticket4Token,v0.4.19,0 Ether,168,,1/29/2018
0x106b419718298f91ca576728a670597fb2e0ee4e,GXEtoken,v0.4.19,0 Ether,168,,12/22/2017
0x7ee1d660efc3a2339b4cc91c4dedd8a9405ac5b2,EtherGOLD,v0.4.18,0 Ether,168,,11/15/2017
0xf834faa2b38e807e7cf05e35b799a151c8ccd35f,EtherArk,v0.4.18,0 Ether,168,,11/2/2017
0xd2747160d97b0fbff83af1c6314021bef87f672f,TgsToken,v0.4.17,0 Ether,167,,2/21/2018
0x3dc9a42fa7afe57be03c58fd7f4411b1e466c508,CryptoLiveLeak,v0.4.20,0 Ether,167,,2/9/2018
0x861825daa0068136a55f6effb3f4a0b9aa17f51f,Token,v0.4.19,0 Ether,167,,1/17/2018
0x6f8c16cd7dc673c85834ec60875fcbef5a206055,Number,v0.4.16,0 Ether,167,-,11/20/2017
0x554c98b3ec772f79ee5b96d47a1d10852ed274c8 (SpectreDividendToken_Old),SpectreDividendToken,v0.4.15,0 Ether,167,,10/27/2017
0xfca7d75cf8cad941a48ab9b5e1af0ae571923378,Gladiethers,v0.4.20,0.782328 Ether,166,-,5/29/2018
0xe9d73376eb6fab8ca240b1092810545b7b25567c,INCXPresale,v0.4.21,0 Ether,166,,5/7/2018
0x9a5F32b99c15099b676d9892b47F381E227907A8,BEERS,v0.4.20,0.202422475583058903 Ether,166,-,5/1/2018
0xd1d164258c599fdce8948437cf08ab76f96b4a8c,_0xCatetherToken,v0.4.23,0 Ether,166,,4/29/2018
0x76f89506310fc271cbfacf923975a36a3b9f9300,LNC_Manager,v0.4.18,0 Ether,166,,4/16/2018
0xc01e504a13be6dfaf3c3624cd847895047d087d6,XMB,v0.4.18,0.04 Ether,166,-,2/13/2018
0x5ccc4ff4b286c1c1cce05f5194e8c8b01cb7c80d,ETUToken,v0.4.20,0 Ether,166,,2/12/2018
0x638900943575421409af16250551ea43f5013a45,CoinDump,v0.4.19,0 Ether,166,-,2/7/2018
0xea3fb95c634deb377439394ac52e65141de378b2 (Serenity_Old),SerenityToken,v0.4.18,0 Ether,166,,11/16/2017
0x8fbbb1102e2a3ddf920808609592b4a462e29330,SharpeCrowdsale,v0.4.15,0 Ether,166,,11/10/2017
0x74a9a3d30f26ad987007b2dd59a489ac65f40abe,EtherDank,v0.4.25,0.029592936341956345 Ether,165,,5/21/2018
0xb39573edc34b3da6c836a59fe6375155d804e492,RootsToken,v0.4.22,0 Ether,165,,4/19/2018
0xc40adca098945a87738f8f24ac38c9dd46730c45,UpcToken,v0.4.19,0 Ether,165,-,3/1/2018
0x5b23fa18483c52e36724abf92c6b38296539a003,TokenERC20,v0.4.19,0 Ether,165,-,2/6/2018
0x966d9db7293eb7bd82971cb07838e5679dadc50f,MGTToken,v0.4.19,0 Ether,165,,1/31/2018
0x9e2b71e87d9304c4773674584eb9d0c838643568,Shopiblock,v0.4.21,0 Ether,164,-,4/16/2018
0x510f9f5928ac008239913cda86613ab437069c57,HTL,v0.4.21,0 Ether,164,-,4/10/2018
0x230034989f40159605983164e54a479485a9fba5,Hourglass,v0.4.21,0.405025658423541009 Ether,164,-,4/5/2018
0x632a9DC767860d3bA86F2aC6575bAC51402B9Afa,EVATOKEN,v0.4.22,0 Ether,164,-,3/17/2018
0x3ac8e1b28fea1a86d6e6033870c9ec29beeb43aa,THETOKEN,v0.4.20,0 Ether,164,-,2/26/2018
0x760757e54A19412120e6d76F637bA27A28B244C8,MyToken,v0.4.19,0 Ether,164,,1/22/2018
0x0ff1b8bb68f9421e682730188238b27bc1ca24ff,ViToken,v0.4.18,0 Ether,164,-,1/5/2018
0xb1c74c1d82824428e484072069041ded079ed921,VesaToken,v0.4.19,0 Ether,164,-,12/11/2017
0x035611f47a13f3603109152952f0034c674959ba (TheAbyssReservationFund),ReservationFund,v0.4.21,0.28764608 Ether,163,,4/18/2018
0xB2E285cb55667AfE30F6CC39B9454f3Bf35EEe3A,LegalBot,v0.4.11,0 Ether,163,-,4/12/2018
0xafd87e1e1ece09d18f4834f64f63502718d1b3d4,DynamicSKx2,v0.4.21,0 Ether,163,,4/11/2018
0x0411b4652f6087d02f633119043e6199841e37eb,KRWT,v0.4.18,0 Ether,163,-,4/8/2018
0xf19eac69f9566f0b40660bd0cc16234330f38456,CraftR,v0.4.20,0 Ether,163,-,2/25/2018
0xce37d91073b13f9ecfb993fc5778bd159c17aed5,SuperHeroeToken,v0.4.18,0 Ether,163,,2/21/2018
0xd2943044a142895fe07650c3bcd70bd2e17885d9,Moongang,v0.4.19,0 Ether,163,,1/31/2018
0x004def62c71992615cf22786d0b7efb22850df4a,TokenRegistryImpl,v0.4.21,0 Ether,162,,4/19/2018
0xb7c7897275ec4119c50481bff7d8b487fdfff6a0,HieCrowdsale,v0.4.19,0 Ether,162,,4/16/2018
0x95a3ef92b212c7e3ba66e513148a5cb77d84aea7,XRRsale,v0.4.21,0 Ether,162,,3/19/2018
0x122a86b5dff2d085afb49600b4cd7375d0d94a5f,SimpleToken,v0.4.18,0 Ether,162,-,1/22/2018
0x532843f66375d5257ea34f723c6c2723ccf7b7a2,KeyrptoToken,v0.4.18,0 Ether,162,,1/20/2018
0x96edfc8d938f99275405d4b330a9b85381b61b1a,TokenERC20,v0.4.19,0 Ether,162,,1/6/2018
0x52ffb515eceb5927dfec948dca10e5233db8f27f,Presale,v0.4.19,0 Ether,162,,12/19/2017
0x6e58b4c41cab75dc0239938bf5455ab8823ee4de,B2X,v0.4.17,0 Ether,162,-,11/15/2017
0x499197314f9903a1ba9bed7ee54cd9eee5900e49,Ethernext,v0.4.24,9.618084 Ether,161,,5/23/2018
0x42b7c3dae45084fe3983725a70ec01ff4c05efed,Raffle,v0.4.19,0.0000012602473472 Ether,161,,3/14/2018
0xe9f3cb0229eb8d0aaf03ec84883950134ed20ddc,SLT,v0.4.20,0 Ether,161,-,2/21/2018
0x1a468849923b441a10b2673af9a74b5b71906087,NBACrypto,v0.4.18,0 Ether,161,,2/17/2018
0xac91f7764a3eee9476d2f1c622df7c8e7afe1325,ASTRICOSale,v0.4.18,0 Ether,161,-,11/27/2017
0x6e0ae69d262420b8ccd7ecdc11f12bb8b38104fc,PreICOProxyBuyer,v0.4.16,0 Ether,161,,11/10/2017
0xc62b165F2e317BE858c10E651914d44A3c376776,Fomo3D,v0.4.24,0.139176969268719778 Ether,160,-,5/17/2018
0xac625cbd6d8628f9de1b69a2e057073e0dca0a0d,CryptoAndDragonsPresale,v0.4.19,0 Ether,160,-,5/6/2018
0xae926fD21C6344BD5071df44CBc024130e606Fcb,teuBatchTransfer,v0.4.21,0 Ether,160,,5/6/2018
0xCa8ff4CAD5431C0C67270c27a0d66D9776096553,CryptoElections,v0.4.20,0.6184 Ether,160,,3/6/2018
0x0dea9b8e6bf08d6859e29256942916f0cfb884fb,CryptoAllStars,v0.4.19,0.017873756874680982 Ether,160,-,2/8/2018
0xa46aeff63f9b7a2d50f7687927047756df216434,CryptoJingles,v0.4.19,0.02 Ether,160,,2/3/2018
0x936647C1291Abb1c179cCFb7e5ABe9C10b9c3ee3 (PaygineToken),Paygine,v0.4.18,0 Ether,160,-,12/24/2017
0xf175C958aFdBF91a0c1981FF0510fCAA87D71899,GeneticHealthToken,v0.4.16,0 Ether,160,,11/1/2017
0xa67f436597852efa3967be824abff57f72c2f6d9,IungoPresale,v0.4.15,0.046187867331013794 Ether,160,,10/28/2017
0x4173c32628ecaed1211cc7a4d01a894e8f7f5c54,EscobarcoinToken,v0.4.24,0 Ether,159,-,5/19/2018
0x438301bbb5941f2d6c6db74ee90474cad8692087,CryptoThingWithDescendants,v0.4.19,0 Ether,159,-,3/11/2018
0xb02533f3acf5bebedcf6b11a83951bb80d45b65f,Exchanger,v0.4.18,0 Ether,159,,11/14/2017
0xf7f6b7164fb3ab456715d2e8b84e8baac8bd09a9,Button,v0.4.19,0.005 Ether,158,,3/20/2018
0x5FC677acf6f93A6ff9bAE139bA85aea0A246D24d,HRACrowdfund,v0.4.15,0 Ether,158,,1/19/2018
0x452B8B085CED1968b6faDE6C2Dcf608c5c297F31,CubaazCoin,v0.4.16,0 Ether,158,-,9/21/2017
0x0e786d42fd70e4a51ab5f80aa5da19e74337e7f2,Swap,v0.4.21,0 Ether,157,,4/16/2018
0x4E546b4A29E2De365aE16BC7B69812Ce3fd943A7,VKTToken,v0.4.22,0 Ether,157,,3/28/2018
0x1b9dcdcddd2d6ca699cad9505faa363e81145c6b,BrinkToken,v0.4.21,0 Ether,157,,3/27/2018
0x7457409c47beb2440feb0ee9e7e1b6b0d16b7fe4,TigereumCrowdsale,v0.4.19,0 Ether,157,,1/31/2018
0xA96B24E4987056859411A8f3C7EA4B163395e664,EthereumModern,v0.4.18,3 wei,157,,1/23/2018
0xbf18f246b9301f231e9561b35a3879769bb46375 (TombCareToken),Tomb,v0.4.18,0 Ether,157,-,12/3/2017
0x849c2ea2a8f0ed0fe6d28b17fa0f779d6a45dff1,EDUToken,v0.4.15,0 Ether,157,,11/26/2017
0xfeac34425a3ba2fafbbeedb367ac5f4b4bb701d2,Jackypot,v0.4.16,0 Ether,157,,11/20/2017
0x38968746147BBAeb882F356Ad9A57594bB158235 (benjaCoin),BenjaCoin,v0.4.11,0 Ether,157,,11/15/2017
0x286bbee3f20f1702e707e58d33dc28a69e7efd4e,Contract,v0.4.25,0 Ether,156,,5/21/2018
0x8c7f97965f6811e5f1e839ef23d38d2ecd86a445,CrabFarm,v0.4.24,0.000497298005333111 Ether,156,-,5/18/2018
0x8a4bc94944b2df58fc6d9cf108b8bd213df56972,XTRD,v0.4.23,0 Ether,156,-,5/1/2018
0x800e09a697539ad9c700fcf6f41dda91149c9951,Crowdsale,v0.4.22,0 Ether,156,-,4/20/2018
0x2D50De5411731843c84232fa7eb807bEE7BEFdf4,ICO,v0.4.19,0 Ether,156,,4/11/2018
0x2175cbfef298c9d7834bc9aff829297c422d1024,EpisodeManager,v0.4.19,0 Ether,156,,3/20/2018
0x9978d2d229a69b3aef93420d132ab22b44e3578f,TimeLockedController,v0.4.19,0 Ether,156,-,3/5/2018
0xca896d11e43c4927b2041a97eba1505e1ff26f8c,Superbowl,v0.4.19,34 wei,156,-,2/2/2018
0x7f3189c7b7a15d24949b2e7bf8189abea51732d8,RGXToken,v0.4.18,0 Ether,156,,10/26/2017
0x12eb08e27eec735a16db29b660070cf10808de63,VestingContract,v0.4.17,0 Ether,156,-,10/16/2017
0x8acd341e4c0f1c329ae33cb4eaac39e3c1f2c210,INMCOIN,v0.4.23,0 Ether,155,-,5/1/2018
0x6e3fec7cafe50fa6d25c29807377df1cd63a19a3,MenglaToken,v0.4.18,0 Ether,155,,3/24/2018
0x219014ef0fdf1b9b0d4e9e453e021573b7082bed,ItemToken,v0.4.19,0.074583435857027825 Ether,155,,3/21/2018
0x33ee4dbe891859811958c43e05c09cff084b0a03,TGE,v0.4.20,0 Ether,155,,2/28/2018
0x96f38b663dafe776da3999fd6e78bcfdce405171,Hypes,v0.4.18,0.000000000000001657 Ether,155,,2/27/2018
0x4cecc1f93b3b9fcbf87ec8b8817274b21a27af02,EthPyramid,v0.4.19,0.016621117739859978 Ether,155,,2/7/2018
0x75c79b88facE8892E7043797570c390bc2Db52A7,GasFiles,v0.4.11,0 Ether,155,-,1/20/2018
0x7f288ff5a8055f5f6103a80dd806cf8415e035c7,CFC,v0.4.18,0 Ether,155,-,1/14/2018
0xCFBD993c08808Fb42C68340Db1B7620D139be430,StyrasCrowdsale,v0.4.18,0 Ether,155,,11/21/2017
0xf1f64f6b8e17dd68c1db10b0eed3d2541a6c09ab,BlockbidMintableToken,v0.4.15,0 Ether,155,,10/19/2017
0x6cd6215a23890630f39400ce37e3cb5d31304b8c,BankerFarmer,v0.4.24,0.01514173582164445 Ether,154,-,5/22/2018
0xf87679692b89f07ec78d00d44a4321aef5e95629,BecToken,v0.4.24,0 Ether,154,-,4/22/2018
0x6d6df94260292a382626d5027f9b7bded6ae441f,NuruToken,v0.4.15,0 Ether,154,,3/28/2018
0x54186df214506ff5613196170d1bd576895193ab (BitcoinPeso_Old),BTCPToken,v0.4.11,0 Ether,154,-,12/22/2017
0x092d3374f942bb4a99ce64f37fa7e661fdd1e74c,Crowdsale,v0.4.18,0.764 Ether,154,,12/5/2017
0x9ca99d3455f12be8e580dc8c1498fc7194fa6ddb,ChargCoinContract,v0.4.17,0 Ether,154,,9/26/2017
0xee6d409e9d08af082c2493ea955a0d3ea418dc0f,FranklinFarmer,v0.4.24,9.994 Ether,153,-,6/5/2018
0xe631c110cfd301b0faa45a3d9ff597ee6e5ab756,HeroesToken,v0.4.21,0.241942034411949681 Ether,153,,3/16/2018
0x62451d37ca2ec1f0499996bc3c7e2baf258e9729,preSale2,v0.4.20,0 Ether,153,-,2/23/2018
0x096d7ce60278e623c0b5763a0d04fde844d2c537,Billiontix,v0.4.18,0.1235 Ether,153,-,2/2/2018
0xecfe4b7afc47260cb590d3043d3f790a61bb7910,EbyteDistribution,v0.4.19,0.00000001 Ether,153,,12/12/2017
0x05eed0f5dd29604ead4b2a717c5d9978ef1d2d77,gwtoken,v0.4.23,0 Ether,152,,5/11/2018
0x7fa2f70bd4c4120fdd539ebd55c04118ba336b9e,AFTKToken,v0.4.18,0 Ether,152,-,4/16/2018
0xe4089b2e6c1bf4cb3dd267ed3b7fc98362e80e61,HotExchangeCoin,v0.4.16,0 Ether,152,,12/4/2017
0xc2281dE4Bb2A983F9b90011FB8Cf6A422A40CD6D,Zimbabwetoken,v0.4.11,0 Ether,152,-,11/29/2017
0x111111150b873d4bc367c41f39325c01a7263ac5,VanityCrowdsale,v0.4.18,0 Ether,152,,11/22/2017
0x2dc1d0fbcdbf1b08bedd2354f67b134a2285b6c5,Vegas,v0.4.21,0.002967042625564997 Ether,151,,4/3/2018
0x7c94d093df52d86056390f27d344c3019a865d32,CustomToken,v0.4.19,0 Ether,151,,3/14/2018
0x315840be65f5ac80aee75d58e30a70a66e813320,ERC20Token,v0.4.20,0 Ether,151,-,3/2/2018
