$0.00,205,$0.00,2
$248.43,120,$248.43,323
$372.64,2,$372.64,1
$496.86,0,$496.86,0
$621.07,0,$621.07,1
$745.29,0,$745.29,1
$869.50,0,$869.50,0
$993.72,0,$993.72,0
"$1,117.93",0,"$1,117.93",0
"$1,242.14",1,"$1,242.14",0
